timestamp,A,B
2026-07-03T09:03:00,51.84243772666083,0.21199558543556457
2026-07-03T09:09:00,29.80535629122167,8.57707900360375
2026-07-03T09:15:01,20.687035167015296,15.395084766057494
2026-07-03T09:21:02,12.532737190481008,18.988485562081383
2026-07-03T09:27:02,8.737618060116983,20.271477008767143
2026-07-03T09:33:03,5.791387468930537,22.014704556104046
2026-07-03T09:39:04,3.9140998799851503,23.309245899782994
2026-07-03T09:45:05,2.7990537106608784,24.689617028372645
2026-07-03T09:51:05,0.6713401419168297,23.860648070658858
2026-07-03T09:57:06,0.0,24.395344410965606
